221,2.2.4,Сообщения,Ответ на сообщение в теме,NOT STARTED,NOT STARTED,NOT STARTED,,,,
222,2.2.4,Удаление,Удаление своей темы,NOT STARTED,NOT STARTED,NOT STARTED,,,,
223,2.2.4,Удаление,Подтверждение удаления темы,NOT STARTED,NOT STARTED,NOT STARTED,,,,
224,2.2.4,Подписки,Подписка на тему форума,NOT STARTED,NOT STARTED,NOT STARTED,,,,
225,2.2.4,Подписки,Отписка от темы форума,NOT STARTED,NOT STARTED,NOT STARTED,,,,
226,2.2.4,Подписки,Отображение подписанных тем во вкладке "Подписки",NOT STARTED,NOT STARTED,NOT STARTED,,,,
227,2.2.4,Сортировка,Сортировка "Сначала старые темы",NOT STARTED,NOT STARTED,NOT STARTED,,,,
228,2.2.4,Сортировка,Сортировка "Сначала новые темы",NOT STARTED,NOT STARTED,NOT STARTED,,,,
229,2.2.4,Сортировка,Сортировка "По последним сообщениям",NOT STARTED,NOT STARTED,NOT STARTED,,,,
230,2.2.4,Поиск,Поиск по названию темы,NOT STARTED,NOT STARTED,NOT STARTED,,,,
231,2.2.4,Поиск,Поиск по описанию темы,NOT STARTED,NOT STARTED,NOT STARTED,,,,
232,2.2.4,Поиск,Поиск по тексту сообщений,NOT STARTED,NOT STARTED,NOT STARTED,,,,
233,2.2.4,Жалобы,Жалоба на тему форума,NOT STARTED,NOT STARTED,NOT STARTED,,,,
234,2.2.4,Жалобы,Жалоба на сообщение в теме,NOT STARTED,NOT STARTED,NOT STARTED,,,,
235,2.2.4,Блокировка,Блокировка пользователя из форума,NOT STARTED,NOT STARTED,NOT STARTED,,,,
,,,,,,,,,,,,
,2.2.5,19. ЧАТЫ,,,,,,,,,
236,2.2.5,Чаты,Отображение списка чатов,NOT STARTED,NOT STARTED,NOT STARTED,,,,
237,2.2.5,Чаты,Сортировка чатов по дате последнего сообщения,NOT STARTED,NOT STARTED,NOT STARTED,,,,
238,2.2.5,Чаты,Пагинация списка чатов,NOT STARTED,NOT STARTED,NOT STARTED,,,,
239,2.2.5.1,Создание чата,Создание чата из профиля специалиста,NOT STARTED,NOT STARTED,NOT STARTED,,,,
240,2.2.5.1,Создание чата,Создание чата через пост "Товар",NOT STARTED,NOT STARTED,NOT STARTED,,,,
241,2.2.5.1,Создание чата,Открытие существующего чата при повторном создании,NOT STARTED,NOT STARTED,NOT STARTED,,,,
242,2.2.5.2.1,Счетчик,Отображение счетчика непрочитанных сообщений,NOT STARTED,NOT STARTED,NOT STARTED,,,,
243,2.2.5.3,Сообщения,Отправка текстового сообщения (1-500 символов),NOT STARTED,NOT STARTED,NOT STARTED,,,,
244,2.2.5.3,Сообщения,Прикрепление изображения (до 10 Мб),NOT STARTED,NOT STARTED,NOT STARTED,,,,
245,2.2.5.3,Сообщения,Прикрепление видео (до 100 Мб),NOT STARTED,NOT STARTED,NOT STARTED,,,,
246,2.2.5.3,Сообщения,Прикрепление документа PDF/DOC/TXT (до 10 Мб),NOT STARTED,NOT STARTED,NOT STARTED,,,,
247,2.2.5.3,Сообщения,Ограничение 5 файлов к одному сообщению,NOT STARTED,NOT STARTED,NOT STARTED,,,,
248,2.2.5.3,Статус,Отображение статуса "отправлено" (одна галочка),NOT STARTED,NOT STARTED,NOT STARTED,,,,
249,2.2.5.3,Статус,Отображение статуса "доставлено" (две серые галочки),NOT STARTED,NOT STARTED,NOT STARTED,,,,
250,2.2.5.3,Статус,Отображение статуса "прочитано" (две синие галочки),NOT STARTED,NOT STARTED,NOT STARTED,,,,
251,2.2.5.4,Удаление чата,Удаление чата "у себя",NOT STARTED,NOT STARTED,NOT STARTED,,,,
252,2.2.5.4,Удаление чата,Удаление чата "у всех",NOT STARTED,NOT STARTED,NOT STARTED,,,,
253,2.2.5.5,Редактирование,Редактирование отправленного сообщения,NOT STARTED,NOT STARTED,NOT STARTED,,,,
254,2.2.5.5,Редактирование,Отображение отметки "изменено",NOT STARTED,NOT STARTED,NOT STARTED,,,,
255,2.2.5.6,Удаление сообщений,Удаление одного сообщения,NOT STARTED,NOT STARTED,NOT STARTED,,,,
256,2.2.5.6,Удаление сообщений,Удаление группы сообщений,NOT STARTED,NOT STARTED,NOT STARTED,,,,
257,2.2.5.6,Удаление сообщений,Удаление сообщения "у себя",NOT STARTED,NOT STARTED,NOT STARTED,,,,
258,2.2.5.6,Удаление сообщений,Удаление сообщения "у всех",NOT STARTED,NOT STARTED,NOT STARTED,,,,
259,2.2.5.7,Индикатор,Отображение индикатора "печатает...",NOT STARTED,NOT STARTED,NOT STARTED,,,,
260,2.2.5.8,Статус,Отображение онлайн-статуса собеседника,NOT STARTED,NOT STARTED,NOT STARTED,,,,
261,2.2.5.8,Статус,Отображение времени последнего выхода,NOT STARTED,NOT STARTED,NOT STARTED,,,,
262,2.2.5.9,Поиск,Поиск сообщения в чате,NOT STARTED,NOT STARTED,NOT STARTED,,,,
263,2.2.5.10,Поиск,Переход к сообщению из результатов поиска,NOT STARTED,NOT STARTED,NOT STARTED,,,,
264,2.2.5.11,Вложения,Просмотр списка вложений чата,NOT STARTED,NOT STARTED,NOT STARTED,,,,
265,2.2.5.11,Вложения,Фильтрация вложений по типу,NOT STARTED,NOT STARTED,NOT STARTED,,,,
266,2.2.5.11,Вложения,Скачивание файла на устройство,NOT STARTED,NOT STARTED,NOT STARTED,,,,
267,2.2.5.13,Пересылка,Пересылка сообщения в другой чат,NOT STARTED,NOT STARTED,NOT STARTED,,,,
268,2.2.5.14,Реакции,Добавление реакции эмодзи на сообщение,NOT STARTED,NOT STARTED,NOT STARTED,,,,
269,2.2.5.14,Реакции,Изменение/удаление реакции,NOT STARTED,NOT STARTED,NOT STARTED,,,,
270,2.2.5.15,Прочтение,Отметить чат прочитанным без входа,NOT STARTED,NOT STARTED,NOT STARTED,,,,
271,2.2.5.16,Предпросмотр,Предпросмотр сообщения в списке чатов,NOT STARTED,NOT STARTED,NOT STARTED,,,,
272,2.2.5.17,Пересылка,Пересылка публикации в чат,NOT STARTED,NOT STARTED,NOT STARTED,,,,
273,2.2.5.18,Вложения,Прикрепление архивов ZIP RAR 7Z,NOT STARTED,NOT STARTED,NOT STARTED,,,,
274,2.2.5.19,Системные,Отображение системных сообщений,NOT STARTED,NOT STARTED,NOT STARTED,,,,
275,2.2.5,Жалобы,Жалоба на пользователя в чате,NOT STARTED,NOT STARTED,NOT STARTED,,,,
276,2.2.5,Блокировка,Блокировка пользователя из чата,NOT STARTED,NOT STARTED,NOT STARTED,,,,
,,,,,,,,,,,,
,2.3,20. ОБЫЧНЫЙ ПОЛЬЗОВАТЕЛЬ,,,,,,,,,
277,2.3.1,Главный экран,Отображение ленты сторис (только просмотр),NOT STARTED,NOT STARTED,NOT STARTED,,,,
278,2.3.1,Главный экран,Отображение ленты публикаций (только просмотр),NOT STARTED,NOT STARTED,NOT STARTED,,,,
279,2.3.1,Главный экран,Отображение строки поиска,NOT STARTED,NOT STARTED,NOT STARTED,,,,
280,2.3.1,Главный экран,Недоступность создания сторис для обычного пользователя,NOT STARTED,NOT STARTED,NOT STARTED,,,,
281,2.3.1,Главный экран,Недоступность создания постов для обычного пользователя,NOT STARTED,NOT STARTED,NOT STARTED,,,,
282,2.3.2,Профиль,Отображение имени и фамилии,NOT STARTED,NOT STARTED,NOT STARTED,,,,
283,2.3.2,Профиль,Отображение количества подписок,NOT STARTED,NOT STARTED,NOT STARTED,,,,
284,2.3.2,Профиль,Отображение понравившихся постов,NOT STARTED,NOT STARTED,NOT STARTED,,,,
285,2.3.2,Профиль,Редактирование профиля,NOT STARTED,NOT STARTED,NOT STARTED,,,,
286,2.3.2.1,Стать специалистом,Переход к оформлению статуса специалиста,NOT STARTED,NOT STARTED,NOT STARTED,,,,
287,2.3.2.1,Стать специалистом,Заполнение данных специалиста,NOT STARTED,NOT STARTED,NOT STARTED,,,,
288,2.3.3,Поиск,Поиск специалистов из главного экрана,NOT STARTED,NOT STARTED,NOT STARTED,,,,
289,2.3.3,Блокировка,Отображение ограничения доступа при блокировке специалистом,NOT STARTED,NOT STARTED,NOT STARTED,,,,
,,,,,,,,,,,,
Легенда:,,,,,,,,,,,
PASSED,- Проверка пройдена успешно,,,,,,,,,,
FAILED,- Проверка не пройдена (найден баг),,,,,,,,,,
SKIPPED,- Проверка пропущена (нельзя проверить/серая зона),,,,,,,,,,
NOT STARTED,- Проверка не начата,,,,,,,,,,
